time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
2.25,0.0032,-0.0303,0.1182,-0.0082,0.0659,0.0891,0.0806,0.1232
2.3,0.0183,-0.0364,0.1227,0.007,0.0674,0.0845,0.07,0.1262
2.35,-0.0059,-0.0288,0.1242,0.0009,0.0644,0.0876,0.0745,0.1247
2.4,0.0108,-0.0318,0.1197,-0.0036,0.072,0.0876,0.0867,0.1338
2.45,-0.018,-0.0318,0.1227,-0.0052,0.0705,0.0967,0.07,0.1293
2.5,-0.0059,-0.0303,0.1212,-0.0021,0.0705,0.083,0.0685,0.1217
2.55,0.0214,-0.0364,0.1182,0.0055,0.0689,0.0815,0.0745,0.1232
2.6,0.0153,-0.0227,0.1273,0.0145,0.0735,0.083,0.0745,0.1353
2.65,-0.0089,-0.0318,0.1242,-0.0006,0.0674,0.083,0.0776,0.1202
2.7,0.0032,-0.0303,0.1136,0.0009,0.0735,0.1027,0.0867,0.1232
2.75,0.0123,-0.0303,0.1152,0.0221,0.0674,0.0936,0.0791,0.1293
2.8,0.0017,-0.0348,0.1318,0.0115,0.0795,0.0936,0.0791,0.1262
2.85,-0.018,-0.0318,0.1152,0.0009,0.0689,0.0845,0.0745,0.1262
2.9,-0.0044,-0.0348,0.1212,0.0085,0.072,0.0906,0.0806,0.1323
2.95,-0.0074,-0.0379,0.1258,-0.0036,0.072,0.0891,0.0761,0.1368
3.0,0.0123,-0.0303,0.1182,0.0039,0.0735,0.083,0.073,0.1323
3.05,-0.0014,-0.0288,0.1242,0.01,0.0735,0.0921,0.0745,0.1399
3.1,-0.0059,-0.0348,0.1242,0.0039,0.072,0.0891,0.0715,0.1308
3.15,0.0168,-0.0333,0.1258,0.0161,0.0705,0.0876,0.0715,0.1308
3.2,0.0138,-0.0394,0.1303,0.013,0.0689,0.0876,0.0806,0.1308
3.25,0.0138,-0.0273,0.1258,0.0024,0.0689,0.0936,0.0745,0.1353
3.3,0.0153,-0.0348,0.1273,0.0115,0.0689,0.0876,0.0715,0.1338
3.35,0.0047,-0.0303,0.1212,0.0039,0.075,0.0906,0.0806,0.1338
3.4,-0.0089,-0.0303,0.1303,0.013,0.0705,0.0891,0.0685,0.1384
3.45,-0.0271,-0.0242,0.1197,-0.0036,0.075,0.083,0.0715,0.1414
3.5,-0.0074,-0.0258,0.1212,-0.0021,0.0765,0.0861,0.067,0.1368
3.55,0.035,-0.0303,0.1167,0.0191,0.0674,0.0861,0.0776,0.1202
3.6,0.0062,-0.0197,0.1136,0.0039,0.0674,0.0861,0.0852,0.1172
3.65,-0.0014,-0.0348,0.1227,0.0115,0.0735,0.0906,0.0791,0.1338
3.7,-0.0135,-0.0303,0.1212,0.0009,0.0674,0.0921,0.0776,0.1384
3.75,0.0002,-0.0364,0.1273,-0.0036,0.0674,0.0906,0.0776,0.1293
3.8,-0.015,-0.0318,0.1318,0.0009,0.0614,0.0876,0.0685,0.1368
3.85,0.0229,-0.0348,0.1227,0.0115,0.0629,0.08,0.07,0.1217
3.9,-0.0044,-0.0333,0.1242,0.0009,0.0659,0.0861,0.0791,0.1232
3.95,0.0108,-0.0333,0.1273,-0.0036,0.0705,0.0845,0.073,0.1293
4.0,0.0062,-0.0258,0.1227,0.0024,0.072,0.0906,0.0806,0.1187
4.05,0.0168,-0.0227,0.1242,0.0039,0.0689,0.0921,0.0715,0.1293
4.1,0.0108,-0.0212,0.1182,0.0009,0.0644,0.083,0.0761,0.1202
4.15,0.0077,-0.0348,0.1212,0.0039,0.072,0.0876,0.0745,0.1141
4.2,0.0214,-0.0348,0.1303,-0.0036,0.0689,0.0876,0.07,0.1262
4.25,-0.012,-0.0288,0.1242,-0.0006,0.0659,0.0861,0.07,0.1187
4.3,0.0062,-0.0333,0.1258,0.007,0.0735,0.1012,0.0776,0.1262
4.35,0.0123,-0.0318,0.1212,0.007,0.0644,0.0921,0.0745,0.1278
4.4,-0.0241,-0.0242,0.1318,0.007,0.0811,0.0936,0.073,0.1353
4.45,-0.0059,-0.0318,0.1136,-0.0021,0.0674,0.0906,0.0852,0.1308
4.5,0.0077,-0.0318,0.1212,0.01,0.078,0.0815,0.0761,0.1247
4.55,0.0168,-0.0318,0.1318,0.0085,0.0674,0.0952,0.0776,0.1262
4.6,-0.0029,-0.0273,0.1212,0.0085,0.0674,0.0845,0.0715,0.1217
4.65,0.0092,-0.0333,0.1303,0.0161,0.078,0.0936,0.0745,0.1308
4.7,0.0153,-0.0379,0.1061,0.0191,0.072,0.0891,0.0761,0.1262
4.75,-0.0211,-0.0333,0.1273,0.0024,0.075,0.0891,0.073,0.1278
4.8,0.0017,-0.0333,0.1242,0.0024,0.0705,0.0876,0.0745,0.1338
4.85,0.0092,-0.0288,0.1212,0.007,0.072,0.0906,0.0776,0.1202
4.9,-0.0074,-0.0273,0.1288,-0.0052,0.0689,0.0861,0.0715,0.1323
4.95,0.0214,-0.0364,0.1212,-0.0021,0.0659,0.0815,0.067,0.1338
5.0,0.0138,-0.0303,0.1303,0.0115,0.0735,0.0876,0.0715,0.1308
5.05,-0.0286,-0.0288,0.1333,-0.0036,0.0795,0.0876,0.0761,0.1232
5.1,0.0214,-0.0318,0.1242,-0.0097,0.0614,0.0906,0.0806,0.1247
5.15,0.0092,-0.0318,0.1212,0.0145,0.0795,0.0845,0.073,0.1262
5.2,-0.0014,-0.0227,0.1227,0.0024,0.072,0.0891,0.073,0.1293
5.25,0.0092,-0.0333,0.1273,0.0009,0.0644,0.0891,0.07,0.1399
5.3,-0.0014,-0.0288,0.1197,0.0115,0.0644,0.0876,0.0715,0.1262
5.35,-0.0044,-0.0333,0.1136,-0.0112,0.0705,0.0906,0.07,0.1308
5.4,0.0032,-0.0364,0.1212,0.0039,0.0705,0.083,0.0745,0.1368
5.45,-0.0195,-0.0364,0.1182,-0.0006,0.0659,0.0876,0.0639,0.1353
5.5,0.0138,-0.0333,0.1197,0.007,0.0689,0.0876,0.0776,0.1293
5.55,0.0062,-0.0364,0.1136,0.007,0.0689,0.0876,0.0685,0.1293
5.6,0.0017,-0.0424,0.1167,-0.0067,0.0659,0.0936,0.073,0.1262
5.65,-0.0074,-0.0318,0.1197,0.0115,0.078,0.0952,0.0745,0.1262
5.7,0.0047,-0.0409,0.1288,0.0039,0.0659,0.0861,0.0745,0.1262
5.75,-0.0059,-0.0424,0.1242,0.0115,0.075,0.0876,0.0776,0.1247
5.8,-0.0029,-0.0364,0.1242,0.01,0.0659,0.0891,0.0791,0.1323
5.85,-0.0256,-0.0364,0.1167,0.0176,0.0795,0.0906,0.0685,0.1247
5.9,-0.0074,-0.0394,0.1182,0.0115,0.072,0.0861,0.0836,0.1293
5.95,0.0168,-0.0379,0.1227,0.0085,0.072,0.0967,0.0761,0.1202
6.0,0.0047,-0.0333,0.1273,0.0115,0.0765,0.0997,0.0761,0.1323
6.05,0.0123,-0.0288,0.1273,0.0009,0.0705,0.0906,0.0745,0.1172
6.1,0.0108,-0.0318,0.1167,-0.0021,0.0659,0.0876,0.07,0.1414
6.15,-0.0029,-0.0424,0.1303,0.0039,0.0689,0.0845,0.0791,0.1278
6.2,0.0047,-0.0318,0.1121,0.0039,0.072,0.0785,0.073,0.1217
6.25,-0.0074,-0.0379,0.1212,0.0039,0.0659,0.0906,0.073,0.1353
6.3,0.0032,-0.0348,0.1364,-0.0112,0.0674,0.0967,0.0745,0.1217
6.35,0.0138,-0.0379,0.1273,0.0024,0.0705,0.0936,0.07,0.1323
6.4,0.0062,-0.0333,0.1303,0.01,0.0689,0.0861,0.0745,0.1444
6.45,0.0062,-0.0379,0.1242,0.0145,0.075,0.0815,0.0745,0.1323
6.5,0.0229,-0.0318,0.1197,0.007,0.0826,0.0891,0.0715,0.1399
6.55,-0.0014,-0.0303,0.1227,-0.0052,0.0674,0.08,0.0715,0.1323
6.6,0.0062,-0.0364,0.1212,0.013,0.0644,0.0815,0.0852,0.1353
6.65,-0.0059,-0.0424,0.1318,0.0039,0.0689,0.083,0.0715,0.1293
6.7,0.0062,-0.0348,0.1318,0.0055,0.078,0.0876,0.0791,0.1353
6.75,-0.0044,-0.0333,0.1167,0.0024,0.0674,0.083,0.073,0.1353
6.8,-0.0089,-0.0242,0.1212,-0.0052,0.0659,0.0861,0.073,0.1338
6.85,0.0108,-0.0258,0.1152,0.0039,0.0629,0.0845,0.0806,0.1141
6.9,0.0108,-0.0424,0.1258,0.0085,0.0735,0.083,0.0715,0.1338
6.95,0.0305,-0.0303,0.1242,0.0282,0.0735,0.0906,0.07,0.1278
7.0,-0.0014,-0.0303,0.1182,0.0085,0.0705,0.0845,0.0776,0.1262
7.05,-0.0014,-0.0424,0.1227,0.01,0.0659,0.0815,0.067,0.1293
7.1,0.0108,-0.0318,0.1061,0.0161,0.0598,0.0891,0.0715,0.1338
7.15,0.0092,-0.0364,0.1227,0.0039,0.0689,0.0891,0.0715,0.1308
7.2,0.0047,-0.0333,0.1227,0.013,0.078,0.0906,0.07,0.1399
7.25,0.0077,-0.0318,0.1152,-0.0021,0.0674,0.0845,0.073,0.1187
7.3,0.0123,-0.0348,0.1258,0.007,0.0705,0.0906,0.0715,0.1338
7.35,0.0062,-0.0333,0.1212,0.0191,0.0856,0.0967,0.067,0.1262
7.4,-0.0014,-0.0318,0.1242,-0.0006,0.072,0.0876,0.0761,0.1232
7.45,-0.0074,-0.0439,0.1167,0.0039,0.072,0.0876,0.0685,0.1293
7.5,0.0017,-0.0318,0.1045,0.0039,0.0674,0.0861,0.0685,0.1323
7.55,0.0123,-0.0273,0.1167,0.0145,0.0735,0.0845,0.073,0.1308
7.6,-0.0165,-0.0242,0.1242,0.0145,0.0689,0.0861,0.073,0.1368
7.65,-0.0029,-0.0333,0.1318,-0.0067,0.072,0.0891,0.0745,0.1384
7.7,0.0002,-0.0258,0.1273,0.0039,0.0765,0.0876,0.073,0.1323
7.75,-0.0483,-0.0318,0.1348,0.0055,0.0795,0.0936,0.073,0.1293
7.8,0.0047,-0.0379,0.1303,0.007,0.0629,0.08,0.073,0.1308
7.85,-0.0332,-0.0303,0.1227,0.013,0.0765,0.0891,0.07,0.1308
7.9,0.0032,-0.0348,0.1273,0.0115,0.075,0.083,0.073,0.1172
7.95,-0.0014,-0.0227,0.1288,0.0039,0.0659,0.0891,0.07,0.1202
8.0,0.0047,-0.0348,0.1303,0.0085,0.0689,0.0861,0.073,0.1232
8.05,-0.0044,-0.0424,0.1273,0.0024,0.0659,0.0861,0.07,0.1156
8.1,-0.0074,-0.0394,0.1227,0.0145,0.0674,0.0876,0.0715,0.1293
8.15,0.0744,-0.0348,0.1167,0.0115,0.0629,0.0906,0.067,0.1399
8.2,-0.0044,-0.0364,0.1288,0.0009,0.0659,0.0739,0.0715,0.1459
8.25,-0.0135,-0.0348,0.1227,0.0055,0.0765,0.0906,0.067,0.1308
8.3,-0.0089,-0.0333,0.1242,0.007,0.075,0.0785,0.0776,0.1293
8.35,0.0077,-0.0303,0.1273,0.0024,0.0705,0.0891,0.0745,0.1247
8.4,-0.0074,-0.0409,0.1242,0.0039,0.0659,0.0876,0.0624,0.1308
8.45,0.0002,-0.0258,0.1424,0.063,0.0962,0.0891,0.0715,0.1293
8.5,-0.0165,-0.0364,0.1318,-0.0006,0.0705,0.083,0.0745,0.1293
8.55,0.0138,-0.0455,0.1212,0.0055,0.0689,0.077,0.07,0.1323
8.6,0.0062,-0.0379,0.1242,0.007,0.0689,0.0755,0.0836,0.1384
8.65,-0.0014,-0.0333,0.1364,0.013,0.0689,0.0876,0.0715,0.1293
8.7,0.0214,-0.0333,0.1348,0.0145,0.0674,0.0876,0.0715,0.1353
8.75,0.0002,-0.0288,0.1136,0.007,0.0674,0.0921,0.0761,0.1217
8.8,-0.012,-0.0273,0.1076,-0.0036,0.0629,0.0815,0.073,0.1293
8.85,-0.0029,-0.0318,0.1015,-0.0021,0.0629,0.0891,0.0761,0.1353
8.9,-0.0029,-0.0394,0.1227,-0.0006,0.0659,0.083,0.07,0.1187
8.95,-0.0195,-0.0333,0.1227,-0.0052,0.0659,0.077,0.067,0.1262
9.0,-0.012,-0.0424,0.1258,0.0009,0.0705,0.0845,0.0715,0.1429
9.05,0.0092,-0.0288,0.1318,0.013,0.0674,0.0861,0.0761,0.1414
9.1,-0.0044,-0.0318,0.1182,-0.0112,0.075,0.0891,0.07,0.1293
9.15,0.0092,-0.0318,0.1242,0.0145,0.075,0.0861,0.0761,0.1293
9.2,-0.0105,-0.0288,0.1197,0.0085,0.0689,0.0906,0.07,0.1278
9.25,-0.0044,-0.0439,0.1152,-0.0052,0.0659,0.0785,0.073,0.1217
9.3,0.0092,-0.0333,0.1227,0.0024,0.0705,0.0861,0.0776,0.1247
9.35,-0.0332,-0.0318,0.1258,0.0085,0.0674,0.0845,0.0685,0.1308
9.4,-0.0029,-0.0333,0.1258,0.0115,0.075,0.0891,0.0776,0.1278
9.45,-0.012,-0.0258,0.1273,0.0115,0.0689,0.0906,0.07,0.1308
9.5,-0.0029,-0.0348,0.1379,0.0191,0.0856,0.0982,0.0761,0.1353
9.55,-0.0014,-0.0303,0.1227,-0.0097,0.0598,0.0845,0.0745,0.1414
9.6,0.0032,-0.0303,0.1167,0.0342,0.0705,0.0891,0.0685,0.1353
9.65,-0.012,-0.0333,0.1167,-0.0248,0.0659,0.0952,0.0776,0.1368
9.7,0.0002,-0.0258,0.1318,0.01,0.0689,0.0952,0.0776,0.1308
9.75,-0.0014,-0.0333,0.1273,0.0085,0.075,0.0876,0.07,0.1323
9.8,0.0047,-0.0333,0.1242,0.0145,0.0795,0.0891,0.0776,0.1444
9.85,-0.015,-0.0348,0.1288,0.01,0.072,0.0876,0.0655,0.1278
9.9,0.0017,-0.0379,0.1152,-0.0067,0.0508,0.0815,0.073,0.1293
9.95,0.0017,-0.0364,0.1303,0.0145,0.0689,0.0906,0.073,0.1384
10.0,-0.0044,-0.0333,0.1273,0.0115,0.072,0.083,0.0685,0.1338
10.05,-0.0059,-0.0273,0.1242,0.0009,0.0674,0.0845,0.073,0.1323
10.1,0.0062,-0.0318,0.1303,0.007,0.075,0.0845,0.0745,0.1338
10.15,0.0002,-0.0258,0.1273,0.0085,0.072,0.0891,0.0685,0.1368
10.2,-0.0029,-0.0364,0.1258,0.013,0.0811,0.0921,0.0685,0.1308
10.25,0.0153,-0.0409,0.1273,0.0009,0.0705,0.0815,0.0761,0.1126
10.3,-0.0044,-0.0394,0.1227,0.0055,0.0689,0.083,0.067,0.1232
10.35,0.0077,-0.0379,0.1318,0.01,0.0765,0.0906,0.0776,0.1247
10.4,0.0017,-0.0288,0.1212,0.0039,0.0659,0.0845,0.0715,0.1338
10.45,0.0002,-0.0242,0.1258,0.0191,0.075,0.0906,0.07,0.1323
10.5,0.0017,-0.0394,0.1197,0.0009,0.0689,0.0785,0.0821,0.1338
10.55,0.0017,-0.0348,0.1182,0.01,0.072,0.0876,0.0655,0.1323
10.6,0.0138,-0.0394,0.1348,0.0115,0.0674,0.0815,0.0715,0.1187
10.65,-0.0014,-0.0379,0.1227,-0.0006,0.0705,0.077,0.0776,0.1338
10.7,0.0214,-0.0348,0.1152,0.013,0.0705,0.0845,0.073,0.1338
10.75,-0.0089,-0.0379,0.1273,0.0009,0.0659,0.0876,0.0745,0.1429
10.8,-0.0165,-0.0364,0.1136,0.0055,0.075,0.0876,0.0655,0.1353
10.85,-0.0135,-0.0333,0.1015,0.0282,0.0689,0.0861,0.073,0.1308
10.9,-0.0059,-0.0409,0.1258,0.0115,0.075,0.0861,0.0776,0.1081
10.95,-0.0014,-0.0409,0.1242,-0.0021,0.0689,0.0785,0.0761,0.1278
11.0,-0.0044,-0.0409,0.1227,0.0009,0.075,0.0906,0.0806,0.1323
11.05,0.0077,-0.0364,0.1242,0.0024,0.075,0.0876,0.0745,0.1232
11.1,-0.0089,-0.0348,0.1212,0.0009,0.072,0.0936,0.0761,0.1262
11.15,-0.012,-0.0364,0.1182,0.007,0.0674,0.0876,0.0776,0.1187
11.2,-0.0014,-0.0303,0.1152,-0.0097,0.0659,0.0876,0.0761,0.1262
11.25,-0.0105,-0.0364,0.1182,-0.0127,0.0765,0.0921,0.0776,0.1338
11.3,0.0138,-0.0439,0.1167,0.0009,0.0629,0.0861,0.0776,0.1278
11.35,0.0259,-0.0424,0.1212,0.0221,0.0765,0.0876,0.07,0.1368
11.4,0.0032,-0.0394,0.1288,0.0373,0.0917,0.08,0.0715,0.1278
11.45,0.0077,-0.0485,0.1152,0.0206,0.0765,0.0906,0.0745,0.1293
11.5,0.0092,-0.0409,0.1197,0.0115,0.0674,0.083,0.067,0.1293
11.55,-0.0029,-0.0333,0.1379,0.0145,0.075,0.0921,0.0761,0.1262
11.6,-0.015,-0.0394,0.1258,-0.0021,0.0735,0.0815,0.07,0.1262
11.65,0.0138,-0.0303,0.1273,0.0221,0.0765,0.0891,0.073,0.1247
11.7,-0.0059,-0.0409,0.1303,0.0039,0.0659,0.0906,0.0791,0.1308
11.75,-0.0014,-0.0348,0.1152,0.007,0.0674,0.0906,0.07,0.1323
11.8,0.0259,-0.0318,0.1242,0.0373,0.0811,0.0876,0.0715,0.1414
11.85,-0.0074,-0.0227,0.1182,0.01,0.0735,0.0861,0.0761,0.1308
11.9,-0.0089,-0.0364,0.1348,0.0024,0.0735,0.0891,0.073,0.1293
11.95,0.0017,-0.0379,0.1364,0.0206,0.0674,0.0921,0.0776,0.1353
12.0,-0.012,-0.0379,0.1273,0.007,0.0735,0.0845,0.0776,0.1353
12.05,0.0017,-0.0424,0.1333,0.007,0.0674,0.0891,0.0745,0.1247
12.1,0.0032,-0.0379,0.1273,0.007,0.0765,0.0891,0.0745,0.1399
12.15,0.0032,-0.0258,0.1258,0.007,0.0735,0.0952,0.07,0.1353
12.2,0.0032,-0.0333,0.1197,-0.0006,0.0705,0.083,0.073,0.1384
12.25,0.0108,-0.0318,0.1318,0.01,0.0689,0.0876,0.0745,0.1353
12.3,0.0032,-0.0288,0.1303,0.0085,0.0659,0.0785,0.07,0.1368
12.35,-0.0089,-0.0273,0.1197,-0.0006,0.0659,0.0876,0.0761,0.1323
12.4,-0.0044,-0.0333,0.1242,0.0115,0.0705,0.077,0.07,0.1278
12.45,0.0183,-0.0318,0.1076,0.0039,0.0674,0.0845,0.0715,0.1262
12.5,0.0092,-0.0333,0.1318,-0.0006,0.075,0.0815,0.073,0.1232
12.55,0.0289,-0.0394,0.1167,0.0085,0.0705,0.0876,0.0715,0.1368
12.6,-0.0211,-0.0288,0.1273,-0.0127,0.0689,0.0936,0.0761,0.1308
12.65,0.0017,-0.0273,0.1197,0.0085,0.0659,0.0876,0.0745,0.1308
12.7,-0.015,-0.0273,0.1303,0.0055,0.072,0.0876,0.0745,0.1278
12.75,0.0017,-0.0333,0.1227,-0.0067,0.0689,0.0997,0.073,0.1444
12.8,0.0077,-0.0394,0.1288,0.0115,0.0735,0.0845,0.0745,0.1323
12.85,0.0062,-0.0394,0.1303,0.0085,0.072,0.083,0.073,0.1247
12.9,-0.015,-0.0318,0.1303,-0.0067,0.0689,0.0876,0.0761,0.1172
12.95,-0.0059,-0.0379,0.1242,0.0161,0.0689,0.0861,0.0715,0.1262
13.0,-0.0074,-0.0258,0.1167,0.0085,0.0765,0.0906,0.073,0.1232
13.05,0.0017,-0.0333,0.1303,0.0055,0.072,0.0891,0.0776,0.1202
13.1,0.0002,-0.0439,0.1333,0.0055,0.0689,0.0861,0.073,0.1217
13.15,0.0032,-0.0318,0.1379,0.013,0.0735,0.0876,0.0745,0.1217
13.2,0.0017,-0.0273,0.1242,0.0039,0.0705,0.0876,0.0761,0.1293
13.25,-0.0014,-0.0303,0.1167,0.0085,0.0705,0.0906,0.07,0.1232
13.3,0.0108,-0.0333,0.1182,0.007,0.0689,0.0876,0.07,0.1232
13.35,-0.0044,-0.0273,0.1197,0.0009,0.0735,0.0891,0.0715,0.1368
13.4,-0.0089,-0.0303,0.1167,-0.0021,0.072,0.0982,0.067,0.1278
13.45,-0.0044,-0.0333,0.1212,0.0024,0.0689,0.0906,0.0821,0.1278
13.5,-0.0014,-0.0394,0.1273,-0.0006,0.072,0.08,0.067,0.1308
13.55,-0.0074,-0.0333,0.1303,0.007,0.078,0.0921,0.07,0.1368
13.6,-0.015,-0.0379,0.1182,0.0055,0.0765,0.0861,0.0776,0.1308
13.65,0.0259,-0.0379,0.1212,0.0115,0.072,0.0845,0.067,0.1368
13.7,-0.0089,-0.0394,0.1091,0.01,0.0705,0.0967,0.0685,0.1278
13.75,0.0017,-0.0364,0.1242,0.0115,0.0659,0.0845,0.0715,0.1278
13.8,-0.0332,-0.0333,0.1288,0.0055,0.0689,0.0876,0.073,0.1293
13.85,-0.0029,-0.0348,0.1212,0.01,0.0735,0.0861,0.0715,0.1278
13.9,-0.0044,-0.0394,0.1227,0.0085,0.072,0.0845,0.07,0.1293
13.95,-0.0044,-0.0364,0.1288,0.01,0.078,0.0891,0.073,0.1293
14.0,-0.0014,-0.0348,0.1258,0.0145,0.0765,0.0952,0.0745,0.1293
14.05,-0.0014,-0.0318,0.1197,0.0115,0.0674,0.0845,0.073,0.1323
14.1,0.0259,-0.0409,0.1106,0.0009,0.0735,0.0876,0.073,0.1323
14.15,-0.0059,-0.0273,0.1318,0.0115,0.0735,0.0906,0.073,0.1293
14.2,0.0062,-0.0303,0.1227,0.0039,0.0765,0.0876,0.073,0.1278
14.25,0.0047,-0.0242,0.1288,0.0161,0.0674,0.0845,0.0836,0.1262
14.3,-0.0014,-0.0333,0.1227,0.007,0.075,0.0891,0.0745,0.1187
14.35,0.0002,-0.0348,0.1197,0.0024,0.0659,0.0967,0.0715,0.1368
14.4,-0.0029,-0.0303,0.1227,-0.0021,0.0735,0.0936,0.0776,0.1247
14.45,-0.0059,-0.0121,0.1258,0.01,0.078,0.0906,0.067,0.1323
14.5,-0.0074,-0.0288,0.1273,-0.0036,0.0735,0.0891,0.0761,0.1338
14.55,-0.0105,-0.0379,0.1091,0.0039,0.0735,0.0952,0.0745,0.1338
14.6,-0.0165,-0.0394,0.1182,0.01,0.075,0.083,0.0639,0.1338
14.65,-0.0089,-0.0409,0.1258,0.0145,0.0705,0.0861,0.0776,0.1278
14.7,0.0032,-0.0348,0.1212,0.0176,0.0674,0.0861,0.073,0.1247
14.75,-0.0074,-0.0394,0.1273,0.0115,0.0765,0.0876,0.0715,0.1308
14.8,-0.0074,-0.0303,0.1212,0.01,0.0765,0.083,0.0761,0.1308
14.85,-0.0044,-0.0288,0.1197,0.01,0.075,0.0891,0.073,0.1353
14.9,-0.0089,-0.0364,0.1167,0.0024,0.0644,0.0891,0.0791,0.1293
14.95,-0.0014,-0.0333,0.1273,0.0009,0.0689,0.0891,0.0776,0.1262
15.0,0.0002,-0.0364,0.1197,0.0024,0.072,0.0906,0.0745,0.1338
15.05,0.0198,-0.0379,0.1227,0.0055,0.0674,0.0861,0.0852,0.1262
15.1,0.0032,-0.0227,0.1197,0.0085,0.072,0.0921,0.0776,0.1353
15.15,0.0062,-0.0318,0.1212,0.0024,0.0735,0.0891,0.0761,0.1368
15.2,0.0002,-0.0424,0.1212,0.007,0.0674,0.0906,0.0761,0.1217
15.25,-0.0029,-0.0364,0.1288,0.0024,0.0644,0.0952,0.0685,0.1262
15.3,0.0047,-0.0455,0.1152,0.0039,0.0795,0.083,0.073,0.1262
15.35,0.0123,-0.0485,0.1333,0.0055,0.0689,0.0815,0.073,0.1217
15.4,0.0002,-0.0318,0.1182,-0.0021,0.0689,0.0876,0.07,0.1247
