time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
7.25,-0.7071,0.0692,0.0531,0.4369,-0.2488,-1.102,-0.2374,0.3202
7.3,-0.809,0.375,-0.0182,0.4314,-0.7099,0.4632,-0.2619,0.6099
7.35,-0.891,0.7053,-0.2453,0.3612,-0.8402,-0.3257,-0.6499,0.5357
7.4,-0.9511,1.0229,-0.6218,0.4195,-0.677,-0.6016,-1.1211,0.8266
7.45,-0.9877,1.2883,-1.0736,0.717,-0.5563,0.9788,-0.8961,0.9242
7.5,-1.0,1.4647,-1.475,1.1711,-0.7448,0.5897,-0.1628,0.0731
7.55,-0.9877,1.5235,-1.6846,1.5129,-1.08,-0.1187,0.1398,-0.6945
7.6,-0.9511,1.4485,-1.5911,1.4239,-1.0172,1.5988,0.1348,-0.6627
7.65,-0.891,1.2382,-1.1537,0.731,-0.1177,1.2123,1.0036,-1.2158
7.7,-0.809,0.9069,-0.4228,-0.4527,1.4354,-2.1214,2.5818,-2.3929
7.75,-0.7071,0.4835,0.466,-1.7369,2.8011,-2.6238,2.666,-1.3112
7.8,-0.5878,0.0078,1.3251,-2.6188,3.0403,-0.7567,0.0362,2.438
7.85,-0.454,-0.4734,1.9649,-2.726,1.8483,-0.0243,-3.1362,4.3586
7.9,-0.309,-0.9126,2.2456,-2.0037,-0.1572,1.5463,-3.6615,1.8338
7.95,-0.1564,-1.267,2.1156,-0.7447,-1.8565,3.0844,-1.4077,-1.5427
8.0,-0.0,-1.5034,1.6243,0.5553,-2.4258,0.6902,0.8326,-2.029
8.05,0.1564,-1.6026,0.9049,1.4383,-1.8657,-1.8632,1.2424,-0.9854
8.1,0.309,-1.5609,0.1344,1.6903,-0.8615,-0.6527,0.7757,-0.8023
8.15,0.454,-1.3903,-0.5175,1.4058,-0.1526,-0.026,0.8272,-0.7507
8.2,0.5878,-1.1168,-0.9339,0.889,0.0217,-1.1457,1.0835,0.177
8.25,0.7071,-0.776,-1.0778,0.4598,-0.0399,-0.1914,0.6476,0.8747
8.3,0.809,-0.4092,-0.9922,0.282,0.0783,0.778,-0.1769,0.6935
8.35,0.891,-0.0567,-0.7761,0.307,0.4741,-0.3959,-0.5134,0.5723
8.4,0.9511,0.2461,-0.5448,0.3503,0.8752,0.1266,-0.422,0.6876
8.45,0.9877,0.4739,-0.3897,0.2401,0.9589,1.6337,-0.5422,0.2702
8.5,1.0,0.6137,-0.3499,-0.0637,0.6855,0.1264,-0.7964,-0.3864
8.55,0.9877,0.666,-0.4053,-0.4497,0.314,-1.0761,-0.607,-0.5053
8.6,0.9511,0.6436,-0.4911,-0.7387,0.119,0.4721,-0.0565,-0.4457
8.65,0.891,0.569,-0.5283,-0.8076,0.1196,0.2979,0.2432,-0.6429
8.7,0.809,0.47,-0.4567,-0.6671,0.0975,-1.2761,0.2412,-0.541
8.75,0.7071,0.3752,-0.2603,-0.4458,-0.1357,-0.278,0.4096,0.0194
8.8,0.5878,0.3093,0.0272,-0.2942,-0.515,0.5177,0.7272,0.3266
8.85,0.454,0.2891,0.3345,-0.2788,-0.7787,-0.668,0.6722,0.333
8.9,0.309,0.3204,0.5811,-0.3394,-0.7396,0.068,0.222,0.5704
8.95,0.1564,0.3976,0.7079,-0.3375,-0.4779,1.4179,-0.0761,0.7232
9.0,0.0,0.5042,0.6998,-0.1625,-0.2509,-0.0651,-0.1027,0.3102
9.05,-0.1564,0.6154,0.5916,0.1798,-0.2138,-0.6454,-0.3116,-0.125
9.1,-0.309,0.7021,0.4535,0.5596,-0.2534,1.0468,-0.7395,-0.1889
9.15,-0.454,0.7359,0.3622,0.8046,-0.1172,0.3419,-0.8163,-0.4364
9.2,-0.5878,0.6933,0.3684,0.8171,0.2899,-1.4044,-0.4072,-0.8605
9.25,-0.7071,0.5604,0.4724,0.644,0.7617,-0.3587,-0.0938,-0.6885
9.3,-0.809,0.3356,0.6188,0.4485,0.9712,0.2201,-0.0776,-0.1422
9.35,-0.891,0.031,0.7124,0.394,0.8058,-0.91,0.2041,0.0075
9.4,-0.9511,-0.3287,0.6519,0.5157,0.5011,0.0237,0.8936,0.2212
9.45,-0.9877,-0.7087,0.37,0.6697,0.4008,1.154,1.1964,0.9865
9.5,-1.0,-1.0679,-0.1351,0.6043,0.5578,-0.1502,0.735,1.2591
9.55,-0.9877,-1.3644,-0.7873,0.1237,0.5946,0.1901,0.3286,0.5826
9.6,-0.9511,-1.5611,-1.4461,-0.7556,0.0283,2.1367,0.451,0.2653
9.65,-0.891,-1.6302,-1.9431,-1.7555,-1.195,0.5516,0.0187,0.2629
9.7,-0.809,-1.5576,-2.131,-2.4427,-2.4654,-2.2272,-1.801,-1.3016
9.75,-0.7071,-1.3449,-1.9293,-2.4417,-2.8683,-1.8939,-3.3982,-3.4896
9.8,-0.5878,-1.0094,-1.3523,-1.6428,-1.8981,-1.1284,-2.32,-2.4893
9.85,-0.454,-0.5827,-0.5102,-0.2839,0.0669,-0.511,1.056,1.6524
9.9,-0.309,-0.1067,0.4189,1.1452,1.9642,2.2364,3.4522,3.9377
9.95,-0.1564,0.3715,1.2364,2.13,2.7903,3.1197,2.7907,2.1312
10.0,-0.0,0.8048,1.7772,2.3696,2.2925,-0.023,0.5892,-0.3163
