time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
1.9,0.9463,-0.6119,-0.5507,0.9679,-0.0752,-0.0951,0.6696,0.4864
1.95,0.929,-0.6878,-0.4198,0.9985,-0.3195,-0.9096,0.8837,0.1078
2.0,0.9093,-0.7568,-0.2794,0.9894,-0.544,0.6901,0.9906,-0.2879
2.05,0.8874,-0.8183,-0.1328,0.9407,-0.7347,0.4582,0.9774,-0.6381
2.1,0.8632,-0.8716,0.0168,0.8546,-0.8797,-0.9898,0.8457,-0.8876
2.15,0.8369,-0.9162,0.166,0.7344,-0.97,0.1893,0.6115,-0.9969
2.2,0.8085,-0.9516,0.3115,0.5849,-1.0,0.866,0.3031,-0.9488
2.25,0.7781,-0.9775,0.45,0.4121,-0.9678,-0.7557,-0.042,-0.751
2.3,0.7457,-0.9937,0.5784,0.2229,-0.8755,-0.3717,-0.3821,-0.4346
2.35,0.7115,-0.9999,0.6938,0.0248,-0.7287,0.9989,-0.6758,-0.0495
2.4,0.6755,-0.9962,0.7937,-0.1743,-0.5366,-0.2817,-0.8876,0.3433
2.45,0.6378,-0.9825,0.8757,-0.3665,-0.3111,-0.8146,-0.9917,0.682
2.5,0.5985,-0.9589,0.938,-0.544,-0.0663,0.8146,-0.9756,0.9129
2.55,0.5577,-0.9258,0.9793,-0.6999,0.1826,0.2817,-0.8412,0.9998
2.6,0.5155,-0.8835,0.9985,-0.8278,0.4202,-0.9989,-0.6048,0.9288
2.65,0.472,-0.8323,0.9954,-0.9228,0.6316,0.3717,-0.2951,0.7112
2.7,0.4274,-0.7728,0.9699,-0.9809,0.8038,0.7558,0.0504,0.3813
2.75,0.3817,-0.7055,0.9226,-1.0,0.926,-0.866,0.3898,-0.0089
2.8,0.335,-0.6313,0.8546,-0.9792,0.9906,-0.1893,0.682,-0.3976
2.85,0.2875,-0.5507,0.7674,-0.9193,0.9936,0.9898,0.8914,-0.7235
2.9,0.2392,-0.4646,0.663,-0.8228,0.9349,-0.4582,0.9928,-0.9352
2.95,0.1904,-0.3739,0.5436,-0.6935,0.818,-0.6901,0.9737,-0.9993
3.0,0.1411,-0.2794,0.4121,-0.5366,0.6503,0.9096,0.8367,-0.9056
3.05,0.0915,-0.1822,0.2713,-0.3582,0.4421,0.0951,0.5981,-0.6689
3.1,0.0416,-0.0831,0.1245,-0.1656,0.2065,-0.9718,0.2871,-0.3266
3.15,-0.0084,0.0168,-0.0252,0.0336,-0.042,0.5406,-0.0588,0.0672
3.2,-0.0584,0.1165,-0.1743,0.2315,-0.2879,0.6182,-0.3976,0.4504
3.25,-0.1082,0.2151,-0.3195,0.4202,-0.5159,-0.945,-0.6881,0.7626
3.3,-0.1577,0.3115,-0.4575,0.5921,-0.7118,-0.0,-0.8952,0.9543
3.35,-0.2069,0.4048,-0.5853,0.7404,-0.8634,0.945,-0.9937,0.9954
3.4,-0.2555,0.4941,-0.6999,0.8592,-0.9614,-0.6182,-0.9718,0.8793
3.45,-0.3035,0.5784,-0.7988,0.9437,-0.9996,-0.5406,-0.832,0.6244
3.5,-0.3508,0.657,-0.8797,0.9906,-0.9756,0.9718,-0.5914,0.2709
3.55,-0.3971,0.729,-0.9409,0.998,-0.891,-0.0951,-0.279,-0.1253
3.6,-0.4425,0.7937,-0.9809,0.9657,-0.751,-0.9096,0.0672,-0.5018
3.65,-0.4868,0.8504,-0.999,0.8948,-0.5643,0.6901,0.4053,-0.799
3.7,-0.5298,0.8987,-0.9946,0.7883,-0.3425,0.4582,0.6942,-0.9701
3.75,-0.5716,0.938,-0.9678,0.6503,-0.0994,-0.9898,0.8989,-0.988
3.8,-0.6119,0.9679,-0.9193,0.4864,0.1499,0.1892,0.9946,-0.85
3.85,-0.6506,0.9882,-0.8502,0.3031,0.3898,0.866,0.9698,-0.5777
3.9,-0.6878,0.9985,-0.762,0.1078,0.6055,-0.7557,0.8273,-0.2143
3.95,-0.7232,0.9989,-0.6567,-0.0919,0.7836,-0.3717,0.5846,0.183
4.0,-0.7568,0.9894,-0.5366,-0.2879,0.9129,0.9989,0.2709,0.5514
4.05,-0.7885,0.9699,-0.4044,-0.4724,0.9855,-0.2817,-0.0756,0.8328
4.1,-0.8183,0.9407,-0.2632,-0.6381,0.9968,-0.8146,-0.4129,0.9826
4.15,-0.846,0.9022,-0.1161,-0.7784,0.9462,0.8146,-0.7002,0.9773
4.2,-0.8716,0.8546,0.0336,-0.8876,0.8367,0.2817,-0.9026,0.8178
4.25,-0.895,0.7985,0.1826,-0.9614,0.6751,-0.9989,-0.9955,0.5291
4.3,-0.9162,0.7344,0.3275,-0.9969,0.4716,0.3717,-0.9677,0.1569
4.35,-0.9351,0.663,0.465,-0.9927,0.2388,0.7558,-0.8226,-0.2401
4.4,-0.9516,0.5849,0.5921,-0.9488,-0.0089,-0.866,-0.5777,-0.5992
4.45,-0.9658,0.501,0.7059,-0.8672,-0.256,-0.1893,-0.2628,-0.8637
4.5,-0.9775,0.4121,0.8038,-0.751,-0.4872,0.9898,0.084,-0.9918
4.55,-0.9868,0.3191,0.8837,-0.6048,-0.6881,-0.4582,0.4206,-0.9633
4.6,-0.9937,0.2229,0.9437,-0.4346,-0.8462,-0.6901,0.7062,-0.7828
4.65,-0.9981,0.1245,0.9825,-0.247,-0.9517,0.9096,0.9061,-0.4786
4.7,-0.9999,0.0248,0.9993,-0.0495,-0.9981,0.0951,0.9962,-0.0989
4.75,-0.9993,-0.0752,0.9936,0.1499,-0.9824,-0.9718,0.9655,0.2964
4.8,-0.9962,-0.1743,0.9657,0.3433,-0.9056,0.5406,0.8178,0.6449
4.85,-0.9905,-0.2718,0.916,0.5231,-0.7725,0.6182,0.5708,0.8916
4.9,-0.9825,-0.3665,0.8457,0.682,-0.5914,-0.945,0.2547,0.9976
4.95,-0.9719,-0.4575,0.7565,0.8137,-0.3735,-0.0,-0.0923,0.946
5.0,-0.9589,-0.544,0.6503,0.9129,-0.1324,0.945,-0.4282,0.7451
5.05,-0.9435,-0.6251,0.5295,0.9758,0.117,-0.6182,-0.7121,0.4266
5.1,-0.9258,-0.6999,0.3967,0.9998,0.3591,-0.5406,-0.9097,0.0407
5.15,-0.9058,-0.7677,0.2551,0.9839,0.5788,0.9718,-0.9969,-0.3516
5.2,-0.8835,-0.8278,0.1078,0.9288,0.7626,-0.0951,-0.9633,-0.6884
5.25,-0.8589,-0.8797,-0.042,0.8367,0.8989,-0.9096,-0.8129,-0.9165
5.3,-0.8323,-0.9228,-0.1909,0.7112,0.9794,0.6901,-0.5639,-0.9999
5.35,-0.8035,-0.9566,-0.3354,0.5573,0.9989,0.4582,-0.2465,-0.9255
5.4,-0.7728,-0.9809,-0.4724,0.3813,0.9564,-0.9898,0.1007,-0.7049
5.45,-0.7401,-0.9954,-0.5988,0.19,0.8544,0.1892,0.4358,-0.3731
5.5,-0.7055,-1.0,-0.7118,-0.0089,0.6992,0.866,0.718,0.0177
5.55,-0.6692,-0.9946,-0.8088,-0.2073,0.5006,-0.7557,0.9131,0.4057
5.6,-0.6313,-0.9792,-0.8876,-0.3976,0.2709,-0.3717,0.9976,0.7296
5.65,-0.5917,-0.954,-0.9464,-0.5719,0.0243,0.9989,0.961,0.9383
5.7,-0.5507,-0.9193,-0.9841,-0.7235,-0.2238,-0.2817,0.808,0.9989
5.75,-0.5083,-0.8755,-0.9996,-0.8462,-0.4579,-0.8146,0.5569,0.9018
5.8,-0.4646,-0.8228,-0.9927,-0.9352,-0.6636,0.8146,0.2384,0.6623
5.85,-0.4198,-0.762,-0.9634,-0.9869,-0.8281,0.2817,-0.1091,0.3183
5.9,-0.3739,-0.6935,-0.9126,-0.9993,-0.941,-0.9989,-0.4433,-0.076
5.95,-0.3271,-0.6181,-0.8412,-0.9718,-0.9955,0.3717,-0.7238,-0.4583
6.0,-0.2794,-0.5366,-0.751,-0.9056,-0.988,0.7558,-0.9165,-0.7683
6.05,-0.2311,-0.4496,-0.6439,-0.8033,-0.9192,-0.866,-0.9981,-0.9569
6.1,-0.1822,-0.3582,-0.5223,-0.6689,-0.7931,-0.1893,-0.9587,-0.9945
6.15,-0.1328,-0.2632,-0.389,-0.5079,-0.6178,0.9898,-0.803,-0.875
6.2,-0.0831,-0.1656,-0.247,-0.3266,-0.404,-0.4582,-0.5499,-0.6174
6.25,-0.0332,-0.0663,-0.0994,-0.1324,-0.1652,-0.6901,-0.2302,-0.2624
6.3,0.0168,0.0336,0.0504,0.0672,0.084,0.9096,0.1174,0.1341
6.35,0.0668,0.1332,0.1991,0.2641,0.3279,0.0951,0.4508,0.5094
6.4,0.1165,0.2315,0.3433,0.4504,0.5514,-0.9718,0.7296,0.8043
6.45,0.166,0.3275,0.4798,0.6188,0.7407,0.5406,0.9199,0.9722
6.5,0.2151,0.4202,0.6055,0.7626,0.8839,0.6182,0.9986,0.9866
6.55,0.2637,0.5087,0.7177,0.8759,0.9721,-0.945,0.9562,0.8453
6.6,0.3115,0.5921,0.8137,0.9543,0.9999,-0.0,0.798,0.5705
6.65,0.3586,0.6696,0.8914,0.9946,0.9655,0.945,0.5429,0.2056
6.7,0.4048,0.7404,0.9491,0.9954,0.8711,-0.6182,0.222,-0.1917
6.75,0.45,0.8038,0.9855,0.9564,0.7226,-0.5406,-0.1258,-0.5588
6.8,0.4941,0.8592,0.9998,0.8793,0.5291,0.9718,-0.4583,-0.8376
6.85,0.5369,0.906,0.9916,0.7671,0.3027,-0.0951,-0.7353,-0.9842
6.9,0.5784,0.9437,0.9612,0.6244,0.0575,-0.9096,-0.9231,-0.9754
6.95,0.6185,0.972,0.9091,0.4567,-0.1913,0.6901,-0.999,-0.8126
7.0,0.657,0.9906,0.8367,0.2709,-0.4282,0.4582,-0.9538,-0.5216
7.05,0.6938,0.9993,0.7454,0.0743,-0.6384,-0.9898,-0.7929,-0.1481
7.1,0.729,0.998,0.6374,-0.1253,-0.809,0.1892,-0.5358,0.2487
7.15,0.7623,0.9868,0.5151,-0.3199,-0.9293,0.866,-0.2138,0.6062
7.2,0.7937,0.9657,0.3813,-0.5018,-0.9918,-0.7557,0.1341,0.8681
7.25,0.8231,0.9349,0.2388,-0.6636,-0.9926,-0.3717,0.4658,0.9929
7.3,0.8504,0.8948,0.091,-0.799,-0.9317,0.9989,0.741,0.9609
7.35,0.8757,0.8457,-0.0588,-0.9026,-0.8129,-0.2817,0.9263,0.7772
7.4,0.8987,0.7883,-0.2073,-0.9701,-0.6435,-0.8146,0.9993,0.4709
7.45,0.9195,0.7229,-0.3512,-0.999,-0.4342,0.8146,0.9512,0.0901
7.5,0.938,0.6503,-0.4872,-0.988,-0.1978,0.2817,0.7877,-0.3048
7.55,0.9542,0.5712,-0.6122,-0.9377,0.0509,-0.9989,0.5287,-0.6516
7.6,0.9679,0.4864,-0.7235,-0.85,0.2964,0.3717,0.2056,-0.8956
7.65,0.9793,0.3967,-0.8185,-0.7284,0.5234,0.7558,-0.1424,-0.9981
7.7,0.9882,0.3031,-0.8952,-0.5777,0.718,-0.866,-0.4732,-0.9431
7.75,0.9946,0.2065,-0.9517,-0.404,0.8679,-0.1893,-0.7466,-0.7392
7.8,0.9985,0.1078,-0.9869,-0.2143,0.9638,0.9898,-0.9295,-0.4186
7.85,1.0,0.008,-0.9999,-0.0159,0.9998,-0.4582,-0.9996,-0.0318
7.9,0.9989,-0.0919,-0.9905,0.183,0.9736,-0.6901,-0.9486,0.3599
7.95,0.9954,-0.1909,-0.9588,0.3747,0.887,0.9096,-0.7825,0.6948
8.0,0.9894,-0.2879,-0.9056,0.5514,0.7451,0.0951,-0.5216,0.92
8.05,0.9808,-0.3821,-0.832,0.7062,0.5569,-0.9718,-0.1974,1.0
8.1,0.9699,-0.4724,-0.7398,0.8328,0.3342,0.5406,0.1508,0.9221
8.15,0.9565,-0.5581,-0.6309,0.9262,0.0906,0.6182,0.4806,0.6986
8.2,0.9407,-0.6381,-0.5079,0.9826,-0.1586,-0.945,0.7522,0.3648
8.25,0.9226,-0.7118,-0.3735,0.9999,-0.398,-0.0,0.9325,-0.0266
8.3,0.9022,-0.7784,-0.2306,0.9773,-0.6126,0.945,0.9998,-0.4137
8.35,0.8795,-0.8371,-0.0826,0.9158,-0.7891,-0.6182,0.9459,-0.7356
8.4,0.8546,-0.8876,0.0672,0.8178,-0.9165,-0.5406,0.7772,-0.9413
8.45,0.8276,-0.9291,0.2156,0.6871,-0.987,0.9718,0.5144,-0.9984
8.5,0.7985,-0.9614,0.3591,0.5291,-0.9961,-0.0951,0.1891,-0.8979
8.55,0.7674,-0.9841,0.4945,0.35,-0.9433,-0.9096,-0.1591,-0.6556
8.6,0.7344,-0.9969,0.6188,0.1569,-0.8318,0.6901,-0.4879,-0.3099
8.65,0.6996,-0.9998,0.7293,-0.0425,-0.6686,0.4582,-0.7577,0.0849
8.7,0.663,-0.9927,0.8233,-0.2401,-0.4638,-0.9898,-0.9355,0.4662
8.75,0.6247,-0.9756,0.8989,-0.4282,-0.2302,0.1892,-0.9999,0.7739
8.8,0.5849,-0.9488,0.9543,-0.5992,0.0177,0.866,-0.9431,0.9594
8.85,0.5436,-0.9126,0.9882,-0.7463,0.2645,-0.7557,-0.7719,0.9935
8.9,0.501,-0.8672,1.0,-0.8637,0.4949,-0.3717,-0.5071,0.8707
8.95,0.4571,-0.8132,0.9893,-0.9466,0.6945,0.9989,-0.1809,0.6105
9.0,0.4121,-0.751,0.9564,-0.9918,0.8509,-0.2817,0.1674,0.2538
9.05,0.3661,-0.6813,0.902,-0.9974,0.9544,-0.8146,0.4953,-0.1429
9.1,0.3191,-0.6048,0.8273,-0.9633,0.9986,0.8146,0.7631,-0.517
9.15,0.2713,-0.5223,0.7341,-0.8908,0.9807,0.2817,0.9385,-0.8095
9.2,0.2229,-0.4346,0.6244,-0.7828,0.9018,-0.9989,1.0,-0.9742
9.25,0.1739,-0.3425,0.5006,-0.6435,0.7668,0.3717,0.9403,-0.9851
9.3,0.1245,-0.247,0.3657,-0.4786,0.5842,0.7558,0.7665,-0.8405
9.35,0.0747,-0.149,0.2225,-0.2947,0.3652,-0.866,0.4999,-0.5632
9.4,0.0248,-0.0495,0.0743,-0.0989,0.1236,-0.1893,0.1726,-0.1969
9.45,-0.0252,0.0504,-0.0756,0.1007,-0.1258,0.9898,-0.1756,0.2004
9.5,-0.0752,0.1499,-0.2238,0.2964,-0.3673,-0.4582,-0.5026,0.5661
9.55,-0.1249,0.2478,-0.3669,0.4802,-0.586,-0.6901,-0.7685,0.8424
9.6,-0.1743,0.3433,-0.5018,0.6449,-0.7683,0.9096,-0.9413,0.9858
9.65,-0.2233,0.4354,-0.6254,0.7839,-0.9027,0.0951,-1.0,0.9734
9.7,-0.2718,0.5231,-0.735,0.8916,-0.9811,-0.9718,-0.9374,0.8074
9.75,-0.3195,0.6055,-0.8281,0.9638,-0.9985,0.5406,-0.7611,0.514
9.8,-0.3665,0.682,-0.9026,0.9976,-0.9538,0.6182,-0.4926,0.1394
9.85,-0.4125,0.7516,-0.9568,0.9915,-0.8497,-0.945,-0.1643,-0.2573
9.9,-0.4575,0.8137,-0.9895,0.946,-0.6929,-0.0,0.1839,-0.6133
9.95,-0.5014,0.8676,-1.0,0.8628,-0.493,0.945,0.5098,-0.8724
10.0,-0.544,0.9129,-0.988,0.7451,-0.2624,-0.6182,0.7739,-0.9939
