time_s,ch0_kPa,ch1_kPa,ch2_kPa,ch3_kPa,ch4_kPa,ch5_kPa,ch6_kPa,ch7_kPa
2.65,-0.0211,0.0061,0.0667,0.06,0.0114,0.0755,0.017,0.1687
2.7,-0.0468,0.0045,0.0652,0.0464,0.0205,0.0709,0.0139,0.1732
2.75,-0.0408,0.0091,0.0742,0.057,0.028,0.0755,0.0109,0.1747
2.8,-0.018,0.0076,0.0818,0.06,0.028,0.0739,0.0124,0.1778
2.85,-0.0271,0.0061,0.0606,0.0418,0.0189,0.0679,0.0124,0.1747
2.9,-0.0286,0.003,0.0727,0.0615,0.0235,0.0709,0.0185,0.1762
2.95,-0.0392,0.0091,0.0515,0.0555,0.0205,0.0739,0.02,0.1747
3.0,-0.0302,0.0015,0.0667,0.0615,0.0144,0.0785,0.0109,0.1793
3.05,-0.0362,0.0136,0.0758,0.06,0.0235,0.0785,0.0306,0.1762
3.1,-0.0468,0.0076,0.0515,0.0645,0.0159,0.0785,0.0261,0.1823
3.15,-0.0286,0.0076,0.0636,0.0509,0.0235,0.0785,0.0155,0.1672
3.2,-0.0271,0.0015,0.0742,0.06,0.0189,0.0709,0.02,0.1747
3.25,-0.0423,0.0106,0.0682,0.0615,0.022,0.0785,0.0124,0.1747
3.3,-0.0392,0.0061,0.0697,0.0645,0.0189,0.0709,0.0124,0.1687
3.35,-0.0362,0.0076,0.0697,0.0645,0.0205,0.0755,0.023,0.1717
3.4,-0.0347,0.0106,0.0682,0.0615,0.0205,0.0679,0.02,0.1656
3.45,-0.0211,0.0061,0.0682,0.057,0.0174,0.0724,0.0109,0.1656
3.5,-0.0438,0.0091,0.0621,0.063,0.0265,0.0709,0.0185,0.1747
3.55,-0.0408,0.0076,0.0576,0.0524,0.0235,0.0709,0.0155,0.1732
3.6,-0.0453,0.0091,0.0545,0.0494,0.0265,0.0679,0.0064,0.1747
3.65,-0.0362,0.0061,0.0727,0.0524,0.0144,0.0709,0.0245,0.1793
3.7,-0.0271,0.0076,0.053,0.0585,0.0189,0.077,0.0109,0.1838
3.75,-0.0408,0.0152,0.0591,0.0494,0.0311,0.0709,0.0155,0.1747
3.8,-0.0332,0.0136,0.0652,0.0585,0.0235,0.0739,0.0079,0.1596
3.85,-0.0271,0.0106,0.0636,0.0615,0.0235,0.0755,0.0139,0.1732
3.9,-0.0483,0.003,0.0576,0.0539,0.0189,0.0709,0.0185,0.1732
3.95,-0.0271,0.0091,0.0667,0.0555,0.0189,0.0739,0.0033,0.1762
4.0,-0.0438,0.0121,0.0591,0.0539,0.0174,0.0815,0.0124,0.1626
4.05,-0.0377,0.0045,0.053,0.0524,0.0205,0.0755,0.0245,0.1672
4.1,-0.0286,0.0091,0.0652,0.0494,0.025,0.0694,0.0064,0.1762
4.15,-0.0302,0.0076,0.0682,0.0494,0.0205,0.0724,0.0185,0.1717
4.2,-0.0271,0.0076,0.0667,0.0448,0.0189,0.0724,0.02,0.1793
4.25,-0.0529,0.003,0.0682,0.057,0.0144,0.0648,0.0245,0.1778
4.3,-0.0408,0.0136,0.0803,0.0676,0.0265,0.0755,0.0215,0.1899
4.35,-0.0408,0.0015,0.0818,0.0539,0.0205,0.0694,0.0336,0.1747
4.4,-0.0559,0.0121,0.0621,0.0585,0.0189,0.0709,0.0139,0.1823
4.45,-0.0392,0.0106,0.0591,0.0539,0.0235,0.0694,0.0139,0.1899
4.5,-0.0317,0.0076,0.0652,0.057,0.0235,0.077,0.0155,0.1853
4.55,-0.0408,0.0076,0.0697,0.063,0.022,0.08,0.0155,0.1853
4.6,-0.0362,0.003,0.0727,0.057,0.022,0.0724,0.017,0.1793
4.65,-0.0332,0.0091,0.0864,0.06,0.0098,0.0694,0.0245,0.1808
4.7,-0.0453,0.0045,0.0667,0.0585,0.0205,0.0739,0.0109,0.1732
4.75,-0.0332,0.0106,0.0682,0.0524,0.022,0.0739,0.0064,0.1687
4.8,-0.0408,0.0076,0.0561,0.0509,0.025,0.0694,0.0094,0.1672
4.85,-0.0332,0.0076,0.0682,0.0479,0.0205,0.0755,0.0155,0.1702
4.9,-0.0362,0.0061,0.0682,0.0524,0.0235,0.0694,0.0094,0.1747
4.95,-0.0377,0.0182,0.0652,0.0494,0.022,0.0709,0.0245,0.1732
5.0,-0.0347,0.0061,0.0682,0.0494,0.0235,0.0724,0.0155,0.1808
5.05,-0.0332,0.0015,0.0621,0.057,0.025,0.0755,0.0185,0.1732
5.1,-0.0347,0.0061,0.0606,0.06,0.0189,0.0739,0.017,0.1656
5.15,-0.0423,0.0045,0.0652,0.0555,0.0265,0.0664,0.0094,0.1702
5.2,-0.0423,0.0091,0.0561,0.057,0.022,0.0664,0.0139,0.1687
5.25,-0.0438,0.0091,0.0621,0.06,0.0159,0.0679,0.0109,0.1702
5.3,-0.0408,0.0106,0.0621,0.0555,0.0265,0.0664,0.0064,0.1687
5.35,-0.0392,0.0136,0.0697,0.0615,0.025,0.0724,0.0094,0.1656
5.4,-0.0468,0.0045,0.0636,0.0539,0.0174,0.0633,0.0109,0.1762
5.45,-0.0302,0.0015,0.0712,0.06,0.022,0.0739,0.0261,0.1717
5.5,-0.0408,0.0121,0.0742,0.0539,0.0189,0.0755,0.017,0.1717
5.55,-0.0347,0.0061,0.0636,0.0524,0.0265,0.0694,0.0215,0.1702
5.6,-0.0195,0.0061,0.0576,0.0494,0.025,0.0755,0.0033,0.1732
5.65,-0.0498,0.0045,0.0621,0.0615,0.0235,0.0755,0.0185,0.1762
5.7,-0.0377,0.0121,0.0515,0.0464,0.0205,0.0694,0.0185,0.1732
5.75,-0.0377,0.003,0.0636,0.0509,0.0189,0.0785,0.0139,0.1717
5.8,-0.0256,0.0061,0.0606,0.0676,0.022,0.0739,0.0079,0.1687
5.85,-0.0317,0.0045,0.0621,0.0615,0.0205,0.0709,0.0094,0.1656
5.9,-0.0423,0.0061,0.0712,0.0555,0.0235,0.077,0.0155,0.1626
5.95,-0.0408,-0.0,0.0697,0.0585,0.022,0.0709,0.0094,0.1656
6.0,-0.0498,-0.0,0.0636,0.0645,0.0235,0.0694,0.0079,0.1702
6.05,-0.0332,0.0152,0.0621,0.0585,0.0053,0.0694,0.02,0.1732
6.1,-0.0453,0.0106,0.0682,0.06,0.022,0.0724,0.0124,0.1641
6.15,-0.0302,0.0076,0.0636,0.0494,0.0205,0.0815,0.0139,0.1656
6.2,-0.0362,0.0045,0.0697,0.0661,0.0189,0.077,0.0124,0.1656
6.25,-0.0271,0.0091,0.0621,0.0539,0.0235,0.08,0.023,0.1687
6.3,-0.0362,-0.0,0.0773,0.0585,0.0174,0.0785,0.0215,0.1732
6.35,-0.0256,0.0106,0.0712,0.0524,0.022,0.08,0.02,0.1823
6.4,-0.0468,0.0106,0.0545,0.0539,0.0189,0.077,0.0094,0.1868
6.45,-0.0226,0.0061,0.0742,0.0509,0.028,0.0724,0.0215,0.1853
6.5,-0.0256,0.0076,0.0727,0.0585,0.0159,0.0876,0.0215,0.1823
6.55,-0.0271,0.0076,0.0636,0.0524,0.0159,0.083,0.0139,0.1853
6.6,-0.0605,0.0076,0.0652,0.0388,0.0053,0.077,0.0109,0.1914
6.65,-0.0392,0.0061,0.0545,0.0539,0.0174,0.0815,0.0079,0.1853
6.7,-0.0332,0.0106,0.0576,0.0585,0.0144,0.08,0.0215,0.1793
6.75,-0.0392,0.0136,0.0667,0.0464,0.0144,0.083,0.0139,0.1975
6.8,-0.0377,0.0106,0.0621,0.0585,0.0205,0.0724,0.0215,0.2096
6.85,-0.0302,0.0106,0.0652,0.057,0.0235,0.0724,0.0245,0.1959
6.9,-0.0241,0.0136,0.0773,0.06,0.025,0.08,0.017,0.1944
6.95,-0.0392,0.0015,0.0697,0.0494,0.0068,0.0876,0.0079,0.1959
7.0,-0.0286,0.003,0.0712,0.0691,0.0144,0.0891,0.0336,0.205
7.05,-0.0256,0.0136,0.0591,0.0736,0.0144,0.0876,0.0261,0.1778
7.1,-0.0256,0.0091,0.0833,0.0464,0.022,0.0891,0.0291,0.1747
7.15,-0.0332,0.0182,0.0712,0.0585,0.0205,0.0861,0.0139,0.1929
7.2,-0.0408,-0.003,0.0727,0.0706,0.0326,0.0936,0.0155,0.1687
7.25,-0.0362,0.0045,0.0621,0.0585,0.0326,0.0785,0.0109,0.1838
7.3,-0.0423,-0.0076,0.0758,0.06,0.0235,0.0845,0.017,0.1808
7.35,-0.0347,0.0061,0.0636,0.0524,0.0265,0.0845,0.017,0.1838
7.4,-0.0302,-0.0015,0.0712,0.0585,0.0159,0.083,0.0064,0.1838
7.45,-0.0302,-0.0,0.0758,0.057,0.0265,0.0967,0.017,0.1975
7.5,-0.0241,-0.0,0.0833,0.0524,0.0189,0.0921,0.0261,0.1944
7.55,-0.015,-0.003,0.0697,0.0539,0.028,0.0906,0.0276,0.1702
7.6,-0.0423,0.0015,0.0545,0.0661,0.028,0.077,0.0245,0.1747
7.65,-0.0453,0.0015,0.0727,0.06,0.028,0.0724,0.0185,0.1838
7.7,-0.0317,-0.0045,0.0652,0.0645,0.0341,0.077,0.0124,0.1778
7.75,-0.0453,-0.0,0.0652,0.0479,0.0235,0.0815,0.0109,0.1702
7.8,-0.0453,-0.0061,0.0712,0.06,0.028,0.0845,0.0109,0.1899
7.85,-0.0347,0.003,0.0803,0.0645,0.025,0.0815,0.0185,0.202
7.9,-0.0271,0.0015,0.0712,0.0555,0.028,0.0845,0.0094,0.202
7.95,-0.062,0.003,0.0712,0.06,0.0189,0.08,0.0291,0.1929
8.0,-0.0256,0.0091,0.0727,0.0479,0.0174,0.0724,0.0215,0.1975
8.05,-0.0256,0.0061,0.0636,0.0509,0.0144,0.0679,0.0215,0.202
8.1,-0.0332,0.0076,0.0667,0.0479,0.0205,0.0694,0.0352,0.1838
8.15,-0.0392,0.0061,0.0636,0.0479,0.0068,0.0906,0.0336,0.1884
8.2,-0.0408,0.0061,0.0561,0.0297,0.0098,0.0967,0.0185,0.1899
8.25,-0.0423,0.0045,0.0561,0.0555,0.028,0.08,0.0064,0.1914
8.3,-0.0241,0.0121,0.0545,0.06,0.0235,0.0739,0.0018,0.1884
8.35,-0.0302,0.003,0.0652,0.0585,0.0083,0.0755,0.0276,0.1959
8.4,-0.018,0.0212,0.0561,0.0585,0.0144,0.0694,0.0352,0.1793
8.45,-0.0332,0.0258,0.0682,0.0555,0.0083,0.0724,0.0291,0.1808
8.5,-0.012,0.0121,0.0742,0.0479,0.0129,0.0724,0.0139,0.1762
8.55,-0.0347,0.0106,0.0682,0.0448,0.0144,0.0618,0.023,0.1717
8.6,-0.0483,0.0121,0.0576,0.0433,0.0144,0.0785,0.0155,0.1793
8.65,-0.0211,0.0061,0.0636,0.057,0.0174,0.0739,0.0139,0.1868
8.7,-0.0286,0.003,0.0652,0.057,0.0159,0.0709,0.0018,0.2065
8.75,-0.018,0.0106,0.0788,0.0645,0.0205,0.0755,0.0109,0.1975
8.8,-0.0271,0.003,0.0742,0.057,0.0144,0.0755,0.0245,0.2065
8.85,-0.0317,0.003,0.0803,0.0645,0.0114,0.077,0.02,0.1975
8.9,-0.0271,0.0106,0.0742,0.063,0.0114,0.0739,0.0155,0.1808
8.95,-0.0347,0.0152,0.0712,0.0539,0.0189,0.08,0.023,0.1793
9.0,-0.0362,0.0076,0.0712,0.0555,0.022,0.0785,0.0336,0.1793
9.05,-0.0453,-0.0045,0.0682,0.0464,0.022,0.083,0.0261,0.1868
9.1,-0.062,-0.0015,0.0621,0.0509,0.0114,0.0785,0.0185,0.1838
9.15,-0.0544,0.0091,0.053,0.06,0.0265,0.08,0.0124,0.1914
9.2,-0.0392,0.0015,0.0545,0.0494,0.0311,0.077,0.0139,0.1687
9.25,-0.0468,0.0061,0.0697,0.0509,0.0098,0.083,0.02,0.1778
9.3,-0.0332,0.0045,0.0712,0.0524,0.0205,0.077,0.0321,0.1808
9.35,-0.0468,0.0076,0.0636,0.0509,0.0174,0.0785,0.0291,0.1808
9.4,-0.0392,0.003,0.0409,0.0661,0.025,0.08,0.0185,0.1732
9.45,-0.0377,0.0091,0.053,0.0494,0.0205,0.083,0.0079,0.1747
9.5,-0.0347,0.0015,0.0606,0.0539,0.0205,0.0724,0.0155,0.1808
9.55,-0.0332,0.003,0.0636,0.0433,0.0174,0.077,0.0094,0.1793
9.6,-0.0392,0.0061,0.0591,0.057,0.0083,0.0664,0.0124,0.1838
9.65,-0.0332,0.0152,0.0727,0.0615,0.022,0.0785,0.0291,0.1793
9.7,-0.0408,0.0091,0.0561,0.0418,0.0174,0.0724,0.017,0.1793
9.75,-0.0256,0.0076,0.0621,0.0615,0.0205,0.0785,0.02,0.1747
9.8,-0.0377,0.0121,0.0561,0.0524,0.0189,0.0785,0.017,0.1732
9.85,-0.0286,0.0136,0.0621,0.0448,0.0235,0.0709,0.0245,0.1823
9.9,-0.0317,0.003,0.0712,0.06,0.022,0.0694,0.02,0.1626
9.95,-0.0226,0.0015,0.0818,0.0615,0.0235,0.0633,0.0139,0.1747
10.0,-0.0392,0.0076,0.0606,0.06,0.022,0.0755,0.0094,0.1747
10.05,-0.0135,0.0121,0.0758,0.06,0.025,0.0755,0.0109,0.1732
10.1,-0.018,0.0091,0.0742,0.0555,0.0159,0.0664,0.02,0.1838
10.15,-0.0271,0.0015,0.0712,0.0585,0.0235,0.0664,0.0079,0.1762
10.2,-0.0408,0.0136,0.0803,0.0691,0.0235,0.0709,0.0109,0.1747
10.25,-0.0362,0.0076,0.0758,0.0676,0.022,0.0694,0.017,0.1747
10.3,-0.0453,0.0091,0.0848,0.06,0.022,0.0633,0.0139,0.1823
10.35,-0.0165,0.0076,0.0742,0.0539,0.0205,0.0679,0.02,0.1762
10.4,-0.0438,0.0061,0.0591,0.0479,0.0205,0.0709,0.0033,0.1838
10.45,-0.0211,0.0076,0.0636,0.0479,0.0205,0.0739,0.0094,0.1747
10.5,-0.0362,0.0061,0.0576,0.06,0.025,0.0664,0.0124,0.1702
10.55,-0.0332,0.003,0.0667,0.0615,0.0189,0.0664,0.017,0.1717
10.6,-0.0302,-0.0,0.0667,0.0676,0.022,0.0739,0.0139,0.1717
10.65,-0.0302,0.0152,0.0621,0.0661,0.0159,0.0785,0.0215,0.1778
10.7,-0.0392,0.0152,0.0803,0.0676,0.0189,0.0755,0.0155,0.1702
10.75,-0.0286,0.0076,0.0773,0.0585,0.0265,0.0709,0.0215,0.1747
10.8,-0.0332,0.0121,0.0727,0.0615,0.0235,0.0664,0.023,0.1823
10.85,-0.0544,0.0106,0.0742,0.0691,0.0174,0.0724,0.017,0.1702
10.9,-0.0302,-0.0,0.0636,0.06,0.025,0.0694,0.0155,0.1732
10.95,-0.0271,0.003,0.0697,0.0555,0.0189,0.0694,0.017,0.1702
11.0,-0.0362,0.0045,0.0773,0.063,0.0159,0.0785,0.0139,0.1823
11.05,-0.0332,0.003,0.0879,0.0615,0.0159,0.0861,0.0139,0.1762
11.1,-0.0332,-0.0091,0.0697,0.06,0.0205,0.077,0.0185,0.1732
11.15,-0.0362,0.0136,0.0712,0.0479,0.022,0.08,0.0109,0.1762
11.2,-0.0408,0.0106,0.0545,0.0555,0.0235,0.0755,0.0261,0.1778
11.25,-0.0362,0.0136,0.0652,0.0479,0.0265,0.0755,0.017,0.1702
11.3,-0.0392,0.0061,0.0652,0.0524,0.0129,0.0785,0.0109,0.1656
11.35,-0.0438,0.0091,0.0773,0.0479,0.0189,0.0739,0.0185,0.1641
11.4,-0.0574,-0.003,0.0667,0.0524,0.0205,0.0785,0.0215,0.1732
11.45,-0.0286,0.0091,0.0667,0.0403,0.0098,0.0724,0.0155,0.1687
11.5,-0.0286,0.0091,0.0667,0.0524,0.022,0.0785,0.0245,0.1747
11.55,-0.015,0.0106,0.0636,0.0539,0.0205,0.0815,0.0079,0.1687
11.6,-0.0332,-0.0015,0.0652,0.0585,0.0205,0.077,0.017,0.1793
11.65,-0.0483,0.0076,0.0621,0.063,0.0189,0.0785,0.0033,0.1672
11.7,-0.0286,0.0091,0.0621,0.0585,0.0159,0.0815,0.0276,0.1656
11.75,-0.0347,0.0045,0.0515,0.0494,0.0144,0.0815,0.0215,0.1611
11.8,-0.0302,0.0076,0.0606,0.0464,0.0189,0.0845,0.0261,0.1838
11.85,-0.0317,0.003,0.0591,0.057,0.0205,0.077,0.0124,0.1793
11.9,-0.0423,0.003,0.0621,0.06,0.025,0.0739,0.0094,0.1672
11.95,-0.0317,-0.0,0.0667,0.0585,0.0189,0.0815,0.0139,0.1687
12.0,-0.0423,0.0152,0.0606,0.0555,0.025,0.0785,0.023,0.1656
12.05,-0.0423,0.0061,0.0652,0.0418,0.0235,0.083,0.0155,0.1641
12.1,-0.0362,0.0076,0.0652,0.0676,0.0189,0.083,0.02,0.1672
12.15,-0.0514,0.0076,0.0697,0.0661,0.0205,0.077,0.0094,0.1808
12.2,-0.0362,0.0076,0.0652,0.06,0.0174,0.077,0.017,0.1868
12.25,-0.0286,0.0015,0.0682,0.063,0.0235,0.083,0.0139,0.1732
12.3,-0.0317,0.003,0.0773,0.057,0.025,0.0755,0.02,0.1778
12.35,-0.0377,0.0045,0.0712,0.0555,0.028,0.0724,0.0215,0.1793
12.4,-0.0362,0.0045,0.0576,0.06,0.0174,0.08,0.0094,0.1838
12.45,-0.015,-0.0,0.0606,0.0555,0.0189,0.0815,0.017,0.1868
12.5,-0.0423,0.0061,0.0667,0.0509,0.0205,0.0724,0.0155,0.1717
12.55,-0.0317,0.0076,0.0561,0.0585,0.0159,0.0755,0.0064,0.1884
12.6,-0.0211,0.0091,0.0955,0.0676,0.0265,0.077,0.02,0.1702
12.65,-0.0392,0.0061,0.0636,0.0615,0.0205,0.083,0.0276,0.1626
12.7,-0.0483,0.0106,0.0742,0.057,0.0205,0.0845,0.0109,0.1641
12.75,-0.0483,0.0106,0.0682,0.063,0.022,0.0755,0.0185,0.1641
12.8,-0.0347,0.0015,0.053,0.06,0.0265,0.0785,0.0155,0.1732
12.85,-0.0468,0.0106,0.0758,0.0524,0.0235,0.0739,0.0155,0.1778
12.9,-0.0377,-0.0015,0.0712,0.0555,0.0144,0.0724,0.017,0.1732
12.95,-0.0377,0.003,0.0606,0.0585,0.0205,0.0648,0.0185,0.1762
13.0,-0.0241,0.0136,0.0758,0.0539,0.0159,0.0724,0.0185,0.1702
13.05,-0.0317,0.0076,0.0667,0.0539,0.0205,0.0694,0.017,0.1747
13.1,-0.0559,0.0091,0.0621,0.0448,0.0159,0.077,0.0155,0.1672
13.15,-0.0226,0.0106,0.0667,0.0615,0.0129,0.0709,0.0276,0.1641
13.2,-0.0317,0.0061,0.0636,0.06,0.028,0.0785,0.0155,0.1656
13.25,-0.0423,0.0061,0.0682,0.0539,0.0174,0.0755,0.0185,0.1656
13.3,-0.0377,0.0076,0.0682,0.0479,0.025,0.0664,0.0185,0.1732
13.35,-0.0271,0.0091,0.0742,0.0524,0.0205,0.0785,0.02,0.1687
13.4,-0.0241,0.0091,0.0894,0.0494,0.022,0.077,0.02,0.1793
13.45,-0.0332,0.0091,0.0773,0.0524,0.028,0.077,0.0094,0.1793
13.5,-0.0347,0.0061,0.0636,0.0448,0.022,0.08,0.0109,0.1808
13.55,-0.0271,0.0061,0.0848,0.0661,0.0189,0.08,0.02,0.1823
13.6,-0.0317,0.0167,0.0697,0.0676,0.0235,0.077,0.0215,0.1747
13.65,-0.0423,0.0045,0.0682,0.0524,0.0129,0.08,0.0079,0.1732
13.7,-0.0392,0.0136,0.0727,0.0661,0.025,0.08,0.0033,0.1656
13.75,-0.0438,0.0045,0.0727,0.0509,0.022,0.077,0.0094,0.1747
13.8,-0.0317,0.0045,0.0667,0.0539,0.0174,0.0876,0.0276,0.1656
13.85,-0.0332,0.0015,0.0727,0.0509,0.0205,0.0815,0.02,0.1717
13.9,-0.0635,0.0121,0.0667,0.0615,0.0189,0.077,0.0155,0.1717
13.95,-0.0347,0.0106,0.0591,0.0539,0.022,0.077,0.0291,0.1762
14.0,-0.0392,0.0091,0.0682,0.0539,0.0159,0.0724,0.02,0.1778
14.05,-0.0377,0.0015,0.0636,0.0585,0.022,0.0785,0.0109,0.1672
14.1,-0.0423,0.0106,0.0636,0.0479,0.0189,0.0861,0.023,0.1717
14.15,-0.0423,0.0061,0.0652,0.0585,0.0159,0.077,0.017,0.1687
14.2,-0.0392,0.0106,0.0606,0.0585,0.0144,0.0739,0.0139,0.1853
14.25,-0.0392,0.0106,0.0742,0.057,0.0174,0.0694,0.02,0.1717
14.3,-0.0438,0.003,0.0606,0.057,0.022,0.0709,0.0139,0.1687
14.35,-0.0347,0.0091,0.0682,0.0479,0.025,0.077,0.0124,0.1778
14.4,-0.0302,0.0061,0.0576,0.0494,0.0189,0.0739,0.017,0.1732
14.45,-0.0377,0.0121,0.0652,0.0494,0.022,0.077,0.0124,0.1702
14.5,-0.0347,0.0152,0.0712,0.0555,0.0205,0.08,0.0139,0.1778
14.55,-0.0377,0.0015,0.0712,0.06,0.0235,0.0709,0.017,0.1823
14.6,-0.0408,0.0152,0.0621,0.0524,0.022,0.08,0.0155,0.1702
14.65,-0.0256,0.0106,0.0833,0.0555,0.0189,0.0633,0.0215,0.1762
14.7,-0.0529,-0.0,0.0742,0.0479,0.0235,0.0664,0.0215,0.1702
14.75,-0.0271,0.0091,0.0636,0.063,0.0235,0.0815,0.0155,0.1672
14.8,-0.0165,0.0106,0.0727,0.0585,0.025,0.0694,0.0155,0.1672
14.85,-0.0438,0.0121,0.0697,0.0585,0.025,0.0785,0.0185,0.1687
14.9,-0.0302,0.0045,0.0742,0.06,0.0159,0.077,0.0124,0.1717
14.95,-0.0165,0.0091,0.0621,0.06,0.0235,0.0679,0.0094,0.1717
15.0,-0.0332,0.0106,0.0742,0.06,0.025,0.0785,0.02,0.1656
15.05,-0.0347,0.0061,0.0682,0.06,0.0144,0.0724,0.017,0.1717
15.1,-0.0226,0.0015,0.0712,0.0555,0.0205,0.0739,0.0261,0.1717
15.15,-0.0256,0.0106,0.0591,0.057,0.0235,0.0664,0.0276,0.1762
15.2,-0.0165,-0.0015,0.0773,0.0539,0.0083,0.0709,0.023,0.1823
15.25,-0.0438,0.003,0.0697,0.0555,0.0189,0.0755,0.017,0.1717
15.3,-0.0271,0.0015,0.0773,0.0418,0.0205,0.08,0.023,0.1808
15.35,-0.0362,0.003,0.0773,0.0585,0.0189,0.0815,0.0276,0.1808
15.4,-0.0453,0.0091,0.0606,0.0403,0.025,0.0815,0.0367,0.1838
15.45,-0.0423,-0.0045,0.0591,0.063,0.0129,0.0921,0.0261,0.1793
15.5,-0.0392,-0.0061,0.0727,0.0676,0.0114,0.0785,0.0261,0.1838
15.55,-0.0453,0.0197,0.0576,0.0509,0.0189,0.0845,0.0185,0.1747
15.6,-0.0423,0.0106,0.0727,0.06,0.0144,0.083,0.0185,0.1868
15.65,-0.0377,-0.0015,0.0727,0.0448,0.0205,0.0664,0.0245,0.1778
15.7,-0.0226,0.0045,0.0667,0.0555,0.022,0.0785,0.0245,0.1808
